query_id,food_id,page_content,rank,relevance_score
5,1340,"Món: Nộm gà chay hoa chuối.
Dinh dưỡng: 889 kcal, 76.9g đạm, 73.3g bột đường, 35.3g béo.
Đặc điểm: Các loại hạt, Giàu đạm, Món chính, Nhiều tinh bột, Rau xanh, Ít Cholesterol, Ít chất xơ.
Nguyên liệu: Bột Năng, Bột Ngọt, Cà Rốt, Chân Nấm, Chuối, Đậu Phộng, Ham Chay, Hạt Nêm Ajingon Nấm, Hoa Chuối, Lá Chanh, Nước Tắc, Nước Tương Phú Sĩ, Rau Răm, Tàu Hũ Ky.
Cách làm: Chân nấm rửa sạch, ngâm nở, chần sơ, vắt ráo, ướp hạt nêm nấm hương hạt sen, bột ngọt, hành boa rô phi, nước tương “Phú Sĩ”. Áp chảo chân nấm không dùng dầu, đến khi có mùi thơm. Để nguội, xé miếng vừa ăn. Tàu hũ ky lá cắt miềng Tàu hũ ky cọng cắt dài bằng tàu hũ ky lá. Ướp hai loại với hạt nêm, bột ngọt, hành boa rô phi và đường. Ham chay cắt cỡ cọng đũa. Tạo hình giả gà: trải lớp lá chuối, lớp tàu hũ ky lá, phết lớp hồ bột năng mỏng, đặt tiếp tàu hũ ky, ham chay, rải đều chân nấm, đặt rau răm lên, cuốn lại từ phần tàu hũ ky lá như cuốn bì. Cuộn tiếp bên ngoài là lớp lá chuối, cột dây lại. Làm hết phần nguyên liệu, bó các cuộn chung lại với nhau, đem hấp chín khoảng phút từ khi nước sôi. Lấy ra để thật nguội, gỡ bỏ lá chuối, cắt lát xéo dày Pha nước trộn gỏi chay: muối, ớt băm, đường, nước tương, nước cốt tắc..",4,3
5,105,"Món: Chả giò rong biển chay.
Dinh dưỡng: 371 kcal, 18.4g đạm, 47.6g bột đường, 13.1g béo.
Đặc điểm: Giàu Magie, Giàu Sắt, Giàu Vitamin A, Giàu chất xơ, Giàu đạm, Món chính, Nhiều muối, Nhiều tinh bột, Rau xanh, Ít Cholesterol, Ít đường.
Nguyên liệu: Boarô Phi, Bột Năng, Bột Ngọt, Cọng Ngò, Củ Năng, Dầu Ăn, Đậu Trắng, Đậu Xanh, Đồ Chua, Đường, Hạt Nêm Ajingon Nấm, Mè Trắng, Nấm Hương, Nước Chanh, Nước Tương Phú Sĩ, Rong Biển Nori, Tàu Hũ Ky, Tiêu Xanh.
Cách làm: Trộn đều đậu hủ, bún tàu, loại nấm, củ năng, cà rốt, tiêu xanh đập dập, boa rô phi, cọng ngò rí, tàu hủ ky chiên bóp vụn, bột năng đường, hạt nêm Nấm, bột ngọt + nước tương Phú Sĩ. Cắt lá rong biển có kích thước x Khuấy hồ: Cho bột năng hòa nước, bắc lên bếp khuấy đều. Cuốn chả giò: dùng lá rong biển cuốn nhân hở đầu, phết hồ lên xung quanh cuộn chả giò, xong lăn nguyên cuộn qua mè trắng. Chiên: Đun dầu nóng, cho chả giò vào chiên chín giòn. Vớt chả giò ra để ráo Xốt chấm: Nước tương pha: nước tương Phú Sĩ + nước + nước cốt chanh + đường..",5,1
5,508,"Món: Mì căn kho nấm – Cháo lá dứa.
Dinh dưỡng: 332 kcal, 30.4g đạm, 33.1g bột đường, 8.6g béo.
Đặc điểm: Giàu đạm, Món chính, Rau xanh, Ít Cholesterol, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Cơm Nếp, Dầu Ăn, Dầu Hào, Đường, Gạo, Hạt Nêm Ajingon Nấm, Lá Dứa, Mì Căn, Nấm Rơm, Nước Dừa, Nước Tương Phú Sĩ, Ớt Hiểm Xanh, Ớt Sừng, Tiêu Sọ, Tiêu Xanh.
Cách làm: Nấm rơm búp: Loại nhỏ đều, khứa chữ thập. Boa rô: Cắt lát. Lá dứa: Xay lấy màu chừa lại nguyên. Nấu cháo lá dứa: Bắt nồi lên nấu cháo với gạo mới, nếp mới, dứa, muối hạt, khi cháo sắp đạt (rền) thì cho nước màu lá dứa vào, cháo sôi lại thì tắt lửa ngay. Mì căn cắt đôi rồi cắt xéo làm chiên sơ qua. Kho: Cho dầu vào nồi phi poa rô. Cho nấm vào xào, cho mì căn, cho tiêu xanh đập giập, ớt xanh đỏ. vào xào chung. Thêm nước tương “Phú Sĩ”, Hạt nêm Nấm, dầu hào, trộn đều. Xong cho nước dừa vào kho liu riu. Kho đến khi nước sanh sánh, rắc tiêu, lá boaro cắt nhỏ, ớt sừng băm..",6,3
5,1681,"Món: Đậu rồng xào trứng.
Dinh dưỡng: 142 kcal, 14.7g đạm, 5.7g bột đường, 6.4g béo.
Đặc điểm: Giàu Choline, Giàu Vitamin A, Giàu Vitamin B12, Giàu đạm, Món chính, Nhiều Cholesterol, Rau xanh, Trứng, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Cật Heo, Đậu Rồng, Hành, Hành Lá, Hạt Nêm Ajingon Heo, Nước Mắm, Nước Tương Phú Sĩ, Ớt Hiểm, Trứng Vịt.
Cách làm: Đậu rồng lặt rửa sạch, cắt xéo. Cà rốt cắt sợi dài Hành lá, ngò rí cắt nhỏ. Trứng vịt lấy lòng đỏ đánh tan, nêm ít tiêu. Cật heo làm sạch, khứa xéo ca rô rồi cắt miếng dày ướp với hạt nêm, tiêu và hành tỏi băm, để thấm. Phi thơm hành tỏi băm, cho cật heo vào xào, nêm rượu trắng, nước, xào vừa chín tới, trút ra dĩa. Thêm dầu ăn vào chảo, phi hành tỏi băm, cho đậu rồng và cà rốt vào xào, nêm hạt nêm, xào rau vừa chín thì trút cật đã xào vào, cho lòng đỏ trứng vào đảo đều, thêm nước, trứng chín thì tắt bếp..",7,0
5,1467,"Món: Súp tóc tiên bí đao.
Dinh dưỡng: 90 kcal, 12.2g đạm, 6.9g bột đường, 1.9g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin D, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Nhạt muối, Rau xanh, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bí Đao, Bột Năng, Cá Viên, Hạt Nêm Ajingon Heo, Ngò Rí, Tiêu, Tôm, Trứng Gà.
Cách làm: Tôm bóc vỏ, cắt hạt lựu, ướp với hạt nêm và tiêu, để thấm. Tóc tiên ngâm mềm, cắt ngắn rửa qua nước pha gừng, để ráo. Bí đao gọt vỏ, bỏ ruột, cắt hạt lựu. Ngò rí cắt nhỏ. Trứng gà đánh tan. Hòa tan bột năng với nước. Đun sôi nước, cho bí đao vào nấu chín, nêm hạt nêm, thêm tôm, giảm lửa, cho bột năng vào từ từ đến khi súp sánh lại, đổ trứng vào khi nước đang sôi và tóc tiên vào, khuấy đều, tắt bếp..",8,0
5,215,"Món: Chả lá xương sông.
Dinh dưỡng: 379 kcal, 36.4g đạm, 9.8g bột đường, 21.9g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin K, Giàu đạm, Món chính, Nhiều Cholesterol, Rau xanh, Thịt, Thịt đỏ, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bột Ngọt, Dầu, Dưa Leo, Đầu Hành Lá, Gừng, Hành Lá, Hạt Nêm Ajingon Heo, Nấm Hương, Nước Mắm, Ớt Sừng, Rau Ghém, Sốt Mayonnaise, Tiêu, Tương Ớt, Thịt Nạc Vai, Xương Sông.
Cách làm: Lá sương sông cắt chỉ. Cho thịt heo vào tô sau đó cho hết tai nấm hương băm nhỏ và xương sông thái chỉ, hành lá thái nhỏ, dầu hành lá băm, ớt sừng băm, gừng băm cùng với gia vị Hạt nêm HEO, Bột ngọt, nước mắm, tiêu sau đó trộn đều. Dùng muỗng cho nhân vào mặt láng của lá sau đó cuộn tròn lại và làm lần lượt cho hết nhân. Tiếp theo cho dầu ăn vào chảo xếp chả vào và chiên với lửa vừa, chiên các mặt của chả sau đó cho ra giấy thấm dầu..",9,0
5,2241,"Món: Gỏi đu đủ.
Dinh dưỡng: 313 kcal, 22.6g đạm, 36.2g bột đường, 9.6g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin C, Giàu đạm, Món chính, Nhiều Cholesterol, Nhiều tinh bột, Rau xanh, Thịt, Trái cây, Ít chất béo bão hòa.
Nguyên liệu: Bánh Tráng Mè, Cà Rốt, Đậu Phộng, Đu Đủ Xanh, Đường, Giấm Gạo, Nước Mắm, Ớt, Rau Húng Lũi, Rau Răm, Tỏi, Thịt Ức Gà.
Cách làm: Đu đủ gọt vỏ, cắt làm đôi, sau đó cắt sợi, ngâm vào nước đá, để ráo, trộn với đường, để thấm rồi vắt bớt nước. Cà rốt cắt sợi. Tỏi, ớt bằm nhuyễn. ớt cắt sợi. Thịt gà luộc chín, vớt ra ngăm vào tô nước đá cho thịt săn lại, sau đó xé sợi. Rau răm, rau húng lủi cắt nhỏ. Đậu phộng giã nhỏ. Pha nước mắm trộn gỏi: trộn đều Giấm gạo lên men LISA với đường, nước mắm và tỏi, ớt băm. Trộn gỏi: cho đu, đủ, cà rốt, thịt gà, trộn với nước trộn gỏi. Sau đó cho thêm rau răm, rau húng lủi, lượng ớt, lượng đậu phộng vào tô, trộn đều với nước trộn gỏi còn lại..",10,0
6,1467,"Món: Súp tóc tiên bí đao.
Dinh dưỡng: 90 kcal, 12.2g đạm, 6.9g bột đường, 1.9g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin D, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Nhạt muối, Rau xanh, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bí Đao, Bột Năng, Cá Viên, Hạt Nêm Ajingon Heo, Ngò Rí, Tiêu, Tôm, Trứng Gà.
Cách làm: Tôm bóc vỏ, cắt hạt lựu, ướp với hạt nêm và tiêu, để thấm. Tóc tiên ngâm mềm, cắt ngắn rửa qua nước pha gừng, để ráo. Bí đao gọt vỏ, bỏ ruột, cắt hạt lựu. Ngò rí cắt nhỏ. Trứng gà đánh tan. Hòa tan bột năng với nước. Đun sôi nước, cho bí đao vào nấu chín, nêm hạt nêm, thêm tôm, giảm lửa, cho bột năng vào từ từ đến khi súp sánh lại, đổ trứng vào khi nước đang sôi và tóc tiên vào, khuấy đều, tắt bếp..",1,2
6,239,"Món: Tôm viên đậu hủ xốt cà.
Dinh dưỡng: 211 kcal, 23.9g đạm, 9.1g bột đường, 9.2g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bột Ngọt, Cà Chua, Dầu Ăn, Đậu Hũ Non, Đường, Giò Sống Gà, Hành Lá, Hành Tím, Hạt Nêm Ajingon Heo, Ngò Rí, Tôm Sú, Tương Cà.
Cách làm: Tôm sú bóc đầu & vỏ để riêng, thịt tôm băm nhỏ, trộn giò sống, ướp hạt nêm, bột ngọt, hành tím băm, hành lá cắt nhỏ, tiêu, bột năng, trộn đều, đập vài lần cho tôm dai. Vo thịt tôm thành các viên tròn đều. Đậu hũ non cắt miếng vừa ăn. Cà chua cắt hạt lựu. Nấu vỏ & đầu tôm với nước lấy nước dùng. Phi thơm hành tím, cho cà chua vào xào, thêm nước luộc tôm vào nấu, nêm hạt nêm, đường, tương cà, nấu khoảng phút, cho viên tôm vào nấu khoảng phút, tiếp tục cho đậu hũ vào nấu thêm phút đến khi sốt sánh, đảo đều, tắt lửa, cho hành lá và tiêu..",2,2
6,2145,"Món: Canh riêu cua.
Dinh dưỡng: 156 kcal, 20.0g đạm, 7.4g bột đường, 5.0g béo.
Đặc điểm: Giàu Kẽm, Giàu Vitamin A, Giàu Vitamin B12, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Cà Chua, Cơm Mẻ, Cua, Dầu Ăn, Hành Lá, Hạt Nêm Ajingon Heo, Thì Là.
Cách làm: Cua cho vào nước lạnh, khuấy đều và lọc lấy nước cua, nêm hạt nêm, hòa tan. Cà chua băm múi mỏng. Thì là, hành lá cắt khúc Đầu hành lá băm nhỏ. Cơm mẻ lọc lấy khoảng. Phi thơm đầu hành trắng với dầu ăn, cho cà chua vào xào chín sau đó thêm gạch cua vào xào. Nấu nước cua cho sôi, cho cà chua đã xào vào, nêm hạt nêm, nước mẻ, cho tiếp thì là, hành lá rồi tắt bếp..",3,3
6,1265,"Món: Gỏi sò lông.
Dinh dưỡng: 300 kcal, 38.2g đạm, 18.5g bột đường, 7.6g béo.
Đặc điểm: Giàu Sắt, Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin K, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Rau xanh, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bột Ngọt, Cà Chua, Cà Rốt, Dầu Ăn, Đường, Giấm Gạo, Hành, Hành Tây, Hành Tím, Hạt Nêm Ajingon Heo, Mì Ý, Muối, Nước Mắm, Nước Tắc, Ớt Sừng, Rau Húng Quế, Rau Muống, Sả, Sò Lông, Tiêu.
Cách làm: Sò lông ngâm nước vo gạo, ớt sả đập dập, khoảng Đun sôi nước cho sò lông vào chần cho sò há miệng ra là được. Sau đó lấy thịt sò ra để riêng. Phi thơm sả băm và hành tỏi băm, cho sò lông vào xào sơ, nêm tiêu, hạt nêm, nếm vị vừa ăn, tắt lửa. Pha nước mắm trộn gỏi: nước mắm, bột ngọt, đường, nước cốt tắc, Giấm gạo lên men LISA, cho tỏi ớt băm vào khuấy đều..",4,2
6,1196,"Món: Canh cua rau nhút.
Dinh dưỡng: 198 kcal, 25.5g đạm, 14.7g bột đường, 3.9g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin K, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Rau xanh, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bột Ngọt, Cua Đồng, Dầu Ăn, Đường, Hành Tím, Hạt Nêm Ajingon Heo, Khoai Sọ, Nước Mắm, Rau Muống, Rau Nhút, Tiêu.
Cách làm: Cua đồng tách mai, lấy gạch để riêng. Giã thân cua, hòa với nước và lọc lấy nước cua. Phần gạch cua ướp với tiêu và hạt nêm. Khoai sọ cắt đôi. Rau muống, rau nhút cắt khúc. Đặt nồi lên bếp, cho dầu vào phi thơm hành tím, cho gạch cua vào đảo đều rồi đổ nước cua vào, nêm hạt nêm, đường, bột ngọt. Đun sôi cho váng cua nổi lên. Vớt váng cua ra. Tiếp tục cho khoai sọ vào nấu chín mềm. Cho rau muống, rau nhút vào và nêm thêm nước mắm. Chờ canh sôi trở lại, tắt lửa..",5,3
6,1690,"Món: Ếch xào bông hẹ sa tế.
Dinh dưỡng: 124 kcal, 15.4g đạm, 6.9g bột đường, 4.1g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin K, Giàu đạm, Món chính, Nhiều Cholesterol, Rau xanh, Thịt, Thịt đỏ, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bông Hẹ, Bột Ngọt, Đậu Phộng, Giấm Gạo, Hành, Hành Tây, Muối Tôm, Ớt Sừng, Rau Ngò Om, Thịt Ếch.
Cách làm: Cắt đùi ếch làm đôi, ướp đùi ếch với hành tỏi băm, tiêu, muối, đường, bột ngọt, sa tế và Giấm gạo lên men LISA, để thấm khoảng phút. Hành tây cắt múi cau. Bông hẹ cắt khúc Rau om, ngò gai cắt khúc ngắn. Phi thơm hành tỏi băm, cho thịt ếch xào với lửa to, xốc đều, thêm nước, sa tế, ếch vừa chín cho hành tây, bông hành, ớt sợi trộn đều đến khi vừa chín, tắt lửa..",6,2
6,1957,"Món: Canh chua cá lóc.
Dinh dưỡng: 313 kcal, 44.3g đạm, 17.6g bột đường, 6.9g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bạc Hà, Bột Ngọt, Cà Chua, Cá Lóc, Chân Giò, Đậu Bắp, Mẻ, Nước Mắm, Nước Thơm, Rau Ngò Om, Tỏi.
Cách làm: Cá lóc rửa sạch, ướp với muối, bột ngọt, ớt bằm, để thơm. Đậu bắp, bạc hà tước bỏ xơ, rửa sạch, cắt xéo. Cà chua cắt múi cau. Thơm, ớt cắt lát. Rau om, ngò gai rửa sạch, cắt nhỏ. Me dằm lấy nửa chén nước me. Ướp thơm với muối và đường. Xóc sơ cá với dầu và gia vị. Phi thơm tỏi và sả bằm, xào sơ cá cho săn, trút ra dĩa. Đun sôi lít nước với nước me, cho cá vào nấu chín, hớt bỏ bọt. Sau đó thêm đậu bắp, thơm, cà chua, giá. Tắt lửa, cho bạc hà vào, nêm đường trước, nêm muối, nước mắm..",7,2
6,2090,"Món: Tôm càng xốt nước tương.
Dinh dưỡng: 381 kcal, 59.4g đạm, 15.2g bột đường, 8.2g béo.
Đặc điểm: Giàu Vitamin B12, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bột Năng, Dầu Điều, Đường, Gừng, Giấm Gạo, Hành Lá, Hành Tây, Hạt Nêm Ajingon Heo, Muối, Nước, Nước Tương Phú Sĩ, Ớt, Ớt Sừng, Tỏi, Tôm Càng, Tương Đen, Tương Ớt, Trứng Gà.
Cách làm: Tôm càng cắt bỏ chân, càng, đuôi, phần đầu chẻ dọc sống lưng ướp một ít hạt nêm và bột năng trong phút. Chiên sơ tôm qua dầu ở nhiệt độ cao. Ớt sừng cắt hình thoi cạnh. Hành tây cắt múi cau. Hành lá cắt khúc Gừng đập dập. Trứng gà đánh tan. Pha hỗn hợp xốt tương gồm: tương đen, tương ớt, đường, hạt nêm, nước dùng, nước tương “Phú Sĩ”, Giấm gạo lên men LISA,. Phi thơm gừng tỏi với dầu điều, cho tôm vào nấu vừa chín, cho hỗn hợp xốt tương vào đun sôi. Cho ớt sừng, ớt băm, hành tây, và sau cùng cho trứng gà, hành lá vào đảo đều..",8,1
6,1656,"Món: Cua nấm xào măng tây.
Dinh dưỡng: 263 kcal, 39.4g đạm, 11.7g bột đường, 6.2g béo.
Đặc điểm: Giàu Kẽm, Giàu Vitamin A, Giàu Vitamin B12, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Rau xanh, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Dầu Hào, Dầu Mè, Đường, Giấm Gạo, Hành, Hành Tây, Hạt Nêm Ajingon Heo, Măng Tây, Muối, Nấm Bào Ngư, Ngò Rí, Ớt Chuông Đỏ, Tiêu, Thịt Cua.
Cách làm: Thịt cua chần nhanh qua nước sôi có gừng, rượu. Măng tây gọt sạch, cắt khúc Nấm bào ngư xé ngang Ớt chuông, hành tây cắt sợi. Phi thơm hành tỏi băm, cho cua vào xốc nhẹ, tắt lửa ngay, nêm tiêu và hạt nêm, trút ra dĩa. Tiếp tục phi thơm hành tỏi, xào măng với lửa to, thêm nước, cho nấm vào xào, nêm hạt nêm, đường, dầu hào. Tiếp tục cho ớt chuông, hành tây và cua vào trộn đều, tắt lửa. Thêm dầu mè, Giấm gạo lên men LISA..",9,3
6,1559,"Món: Canh cá rau đay.
Dinh dưỡng: 257 kcal, 40.5g đạm, 7.4g bột đường, 7.2g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu đạm, Hải sản, Món chính, Nhiều Cholesterol, Rau xanh, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Cá Rô, Hành Tím, Hạt Nêm Ajingon Heo, Mướp Hương, Nước Mắm, Rau Đay, Tiêu.
Cách làm: Cá rô làm sạch, khứa dọc bên sống lưng, ướp với hạt nêm, nước mắm và tiêu, để thấm. Rau đay lặt rửa sạch, cắt nhỏ. Mướp hương gọt vỏ, cắt xéo. Hành tím băm nhỏ. Phi thơm hành tím, cho cá vào xào sơ rồi cho vào nồi có nước sôi, luộc chín, vớt ra, rỉa lấy thịt cá. Nêm vào nồi canh hạt nêm, cho rau đay vào nấu chín, cuối cùng cho mướp hương vào đảo nhẹ rồi tắt bếp..",10,3
7,163,"Món: Ốc xào khế.
Dinh dưỡng: 354 kcal, 14.2g đạm, 54.2g bột đường, 8.5g béo.
Đặc điểm: Hải sản, Món chính, Nhiều tinh bột, Ít chất béo bão hòa, Ít chất xơ, Ít đường.
Nguyên liệu: Bột Ngọt, Cơm, Dầu Ăn, Đường, Giấm Gạo, Hành Lá, Hành Tím, Khế, Lá Tía Tô, Muối, Nước Mắm, Nghệ Tươi, Ốc Bươu, Ớt Hiểm, Ớt Sừng, Tỏi.
Cách làm: Ốc sơ chế sạch với nước pha giấm, để ráo, ướp với hành băm và tỏi băm, nước nghệ, Giấm gạo lên men, muối, bột ngọt và nước để thấm phút. Khế bỏ rìa, cắt ngang dầy Hành lá cắt khúc đầu hành chẻ dọc, tía tô cắt sợi Khế xốc với đường, ép ráo nước. Phi thơm hành tím băm và đầu hành lá, cho ốc vào xào sơ với lửa lớn rồi trút ra để riêng. Tiếp tục xào khế, cho ốc vào trở lại, nêm nước mắm, nước thêm hành lá, ớt băm và ớt sợi vào trộn đều, tắt lửa..",1,1
7,1217,"Món: Mì Soba xào bạch tuộc.
Dinh dưỡng: 176 kcal, 12.7g đạm, 14.6g bột đường, 8.2g béo.
Đặc điểm: Giàu Vitamin A, Giàu Vitamin B12, Giàu Vitamin C, Giàu Vitamin K, Hải sản, Món chính, Nhiều Cholesterol, Rau xanh, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bạch Tuộc, Bông Cải Xanh, Bột Ngọt, Cà Chua Bi, Cồi Sò Điệp, Dầu Ăn, Gừng, Hạt Nêm Ajingon Heo, Mì Soba, Ớt, Ớt Bột, Rau Húng Quế, Tiêu, Tỏi.
Cách làm: Đun sôi nước, cho mì soba vào, khuấy nhẹ, khi nước bắt đầu sôi lại, vớt mì ra, xả nước lạnh, để ráo. Trộn mì somen với ớt sa tế. Còi điệp chần sơ qua nước sôi có chút gừng đập dập. Bông cải xanh chần sơ với ít muối. Cà chua bi cắt khoanh tròn. Rau húng quế cắt Bạch tuộc cắt miếng vừa ăn ướp hạt nêm, bột ngọt, tỏi băm, gừng băm, rượu trắng, để thấm. Phi thơm tỏi ớt băm, cho bạch tuộc vào xào săn, rồi cho tiếp cồi điệp, bông cải xanh vào, nêm hạt nêm, đảo đều rồi cho cà chua bi vào, nếm vị vừa ăn. Cuối cùng cho mì somen vào trộn đều với húng quế, tắt lửa..",2,1
7,300,"Món: Hàu chén nướng sốt tiêu xanh.
Dinh dưỡng: 188 kcal, 13.0g đạm, 11.6g bột đường, 10.5g béo.
Đặc điểm: Giàu Kẽm, Giàu Vitamin B12, Hải sản, Món chính, Nhiều Cholesterol, Nhạt muối, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường, Ít đạm.
Nguyên liệu: Bột Ngọt, Dầu Điều, Dầu Hào, Đường, Gừng, Hành Lá, Hành Tím, Hàu Sữa, Nước, Tiêu, Tiêu Xanh, Tỏi, Trứng Cút.
Cách làm: Hàu sữa rửa sạch dăm vỏ hàu. Làm sốt nướng: cho dầu màu điều vào nồi nhỏ sau đó cho hết lượng hành tím và tỏi xay phi thơm tiếp theo cho gừng băm vào cùng với tiêu xanh vào xào thơm cùng với gia vị dầu hào, tiêu xay cùng Bột ngọt sau đó đun sôi với nước. Nướng hào: chia đều hào vào đựng sốt sau đó cho sốt tiêu xanh vào và trên cùng là trứng cút và rắc thêm hành lá lên trên. Nướng hào bằng lò chiên không dầu ở nhiệt độ độ khi lò nóng cho hào chén vào nướng với thời gian phút..",3,1
7,1016,"Món: Gỏi bạch tuộc ớt chuông.
Dinh dưỡng: 144 kcal, 14.2g đạm, 13.7g bột đường, 3.6g béo.
Đặc điểm: Giàu Vitamin B12, Giàu Vitamin C, Hải sản, Món chính, Nhiều Cholesterol, Rau xanh, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bạch Tuộc, Bột Ngọt, Dâu, Đường, Gừng, Giấm Gạo, Hành Tây, Hạt Nêm Ajingon Heo, Mè Trắng, Nước Tương Phú Sĩ, Ớt Chuông, Ớt Chuông Đỏ, Ớt Chuông Xanh, Ớt Sừng, Tỏi.
Cách làm: Luộc bạch tuộc: cho nước vào nồi, thêm giấm gạo lên men của và gừng đập dập vào, nấu sôi. Sau đó cho bạch tuộc vào luộc chín rồi xả qua nước lạnh, để ráo. Hành tây, ớt chuông cắt mỏng ly, ngâm phút trong nước đá lạnh, vớt ra để ráo. Xào bạch tuộc: phi thơm tỏi, cho bạch tuộc vào xào, nêm hạt nêm, xào săn bạch tuộc, để nguội. Nấu xốt salad: cho vào nồi nhỏ gồm bột ngọt với đường, nước tương “Phú Sĩ”, nhỏ giấm gạo lên men của, nhỏ nước ), đun sôi phút, khuấy cho tan hết gia vị, để nguội..",4,3
7,1199,"Món: Mực nhồi gạo lức rim.
Dinh dưỡng: 181 kcal, 19.0g đạm, 21.3g bột đường, 2.0g béo.
Đặc điểm: Giàu Vitamin B12, Hải sản, Món chính, Nhiều Cholesterol, Ít calo, Ít chất béo bão hòa, Ít chất xơ, Ít tinh bột, Ít đường.
Nguyên liệu: Bắp Mỹ, Bột Ngọt, Đậu Hà Lan, Gạo, Gạo Nếp, Gừng, Hành Lá, Hành Tím, Hạt Nêm Ajingon Heo, Mực Ống, Nước Tương Phú Sĩ.
Cách làm: Trộn chung gạo lức với nếp, vo sạch, ngâm nước khoảng tiếng. Cho vào nồi nấu chín. Mực ống làm sạch. Râu mực cắt hạt lựu nhỏ. Đậu Hà Lan, bắp Mỹ, hành lá cắt nhỏ. Xào nhân: Phi thơm gừng cắt sợi và hành tím băm, cho râu mực, đậu Hà Lan, bắp Mỹ vào xào chín tới, nêm hạt nêm, bột ngọt, nước tương “Phú Sĩ”, dầu mè, ít tiêu, cuối cùng cho cơm gạo lức vào đảo đều, tắt lửa, để nguội. Sốt rim: Hòa tan hỗn hợp bột ngọt, đường, rượu, nước tương “Phú Sĩ”, nước. Nhồi nhân vào mực, dùng tăm ghim đầu vào. Cho mực vào áp chảo cho xém mặt rồi cho sốt kho vào nấu sôi, giảm lửa vừa, rim đến khi nước cạn bớt, hơi sệt lại, tắt lửa, cho hành lá vào..",5,2
